7.000000000000000000e+00,3.780000000000000000e+04,1.000000000000000000e+00,5.010000000000000000e+03,3.230768999999999869e+04
7.000000000000000000e+00,3.780000000000000000e+04,1.000000000000000000e+00,5.010000000000000000e+03,3.230768999999999869e+04
1.100000000000000000e+01,9.420000000000000000e+03,1.000000000000000000e+00,2.050000000000000000e+03,8.051279999999999745e+03
2.000000000000000000e+01,7.000000000000000000e+02,1.000000000000000000e+00,5.060000000000000000e+03,6.796100000000000136e+02
2.000000000000000000e+00,8.946000000000000000e+03,1.000000000000000000e+00,2.050000000000000000e+03,5.614866999999999825e+04
2.000000000000000000e+00,8.946000000000000000e+03,1.000000000000000000e+00,2.050000000000000000e+03,5.614866999999999825e+04
1.100000000000000000e+01,2.533800000000000000e+04,1.000000000000000000e+00,2.050000000000000000e+03,1.590314200000000128e+05
1.100000000000000000e+01,2.533800000000000000e+04,1.000000000000000000e+00,2.050000000000000000e+03,1.590314200000000128e+05
1.100000000000000000e+01,2.533800000000000000e+04,1.000000000000000000e+00,2.050000000000000000e+03,1.590314200000000128e+05
7.000000000000000000e+00,3.661872299999999814e+05,1.000000000000000000e+00,2.050000000000000000e+03,3.129805399999999790e+05
7.000000000000000000e+00,3.661872299999999814e+05,1.000000000000000000e+00,2.050000000000000000e+03,3.129805399999999790e+05
1.100000000000000000e+01,9.757800000000000000e+04,1.000000000000000000e+00,2.050000000000000000e+03,8.340000000000000000e+04
1.100000000000000000e+01,9.757800000000000000e+04,1.000000000000000000e+00,2.050000000000000000e+03,8.340000000000000000e+04
1.100000000000000000e+01,2.285059999999999854e+04,1.000000000000000000e+00,3.030000000000000000e+03,1.969879999999999927e+04
1.100000000000000000e+01,6.052951000000000204e+04,1.000000000000000000e+00,2.080000000000000000e+03,5.218061000000000058e+04
1.100000000000000000e+01,6.052951000000000204e+04,1.000000000000000000e+00,2.080000000000000000e+03,5.218061000000000058e+04
1.100000000000000000e+01,6.052951000000000204e+04,1.000000000000000000e+00,2.080000000000000000e+03,5.218061000000000058e+04
2.000000000000000000e+01,4.200000000000000000e+05,1.000000000000000000e+00,5.020000000000000000e+03,3.620689699999999721e+05
2.000000000000000000e+01,4.200000000000000000e+05,1.000000000000000000e+00,5.020000000000000000e+03,3.620689699999999721e+05
1.100000000000000000e+01,4.070000000000000000e+03,1.000000000000000000e+00,2.080000000000000000e+03,3.478630000000000109e+03
1.100000000000000000e+01,4.070000000000000000e+03,1.000000000000000000e+00,2.080000000000000000e+03,3.478630000000000109e+03
2.000000000000000000e+01,6.224400000000000000e+05,1.000000000000000000e+00,5.020000000000000000e+03,5.365862099999999627e+05
7.000000000000000000e+00,2.923400000000000000e+04,1.000000000000000000e+00,1.050000000000000000e+03,2.498633000000000175e+04
7.000000000000000000e+00,2.923400000000000000e+04,1.000000000000000000e+00,1.050000000000000000e+03,2.498633000000000175e+04
7.000000000000000000e+00,2.923400000000000000e+04,1.000000000000000000e+00,1.050000000000000000e+03,2.498633000000000175e+04
7.000000000000000000e+00,2.923400000000000000e+04,1.000000000000000000e+00,1.050000000000000000e+03,2.498633000000000175e+04
7.000000000000000000e+00,1.920000000000000000e+04,1.000000000000000000e+00,5.010000000000000000e+03,1.641025999999999840e+04
7.000000000000000000e+00,1.201768000000000029e+04,1.000000000000000000e+00,5.010000000000000000e+03,1.027152000000000044e+04
1.100000000000000000e+01,1.255999700000000012e+05,1.000000000000000000e+00,2.060000000000000000e+03,1.073503999999999942e+05
1.100000000000000000e+01,1.255999700000000012e+05,1.000000000000000000e+00,2.060000000000000000e+03,1.073503999999999942e+05
7.000000000000000000e+00,5.573989999999999782e+03,1.000000000000000000e+00,3.080000000000000000e+03,4.764090000000000146e+03
