1.100000000000000000e+01,1.784615999999999985e+04,1.000000000000000000e+00,2.060000000000000000e+03,1.538462000000000080e+04
9.000000000000000000e+00,1.725129000000000087e+04,1.000000000000000000e+00,5.020000000000000000e+03,1.487179999999999927e+04
1.100000000000000000e+01,2.988533699999999953e+05,1.000000000000000000e+00,2.050000000000000000e+03,2.576322300000000105e+05
1.100000000000000000e+01,2.184000000000000000e+03,2.000000000000000000e+00,9.020000000000000000e+03,1.339425000000000000e+04
7.000000000000000000e+00,2.022563999999999942e+04,1.000000000000000000e+00,5.010000000000000000e+03,1.743590000000000146e+04
7.000000000000000000e+00,3.817090000000000146e+04,1.000000000000000000e+00,2.050000000000000000e+03,3.290594999999999709e+04
8.000000000000000000e+00,1.863934000000000015e+04,1.000000000000000000e+00,2.060000000000000000e+03,1.606839999999999964e+04
1.100000000000000000e+01,2.889406000000000131e+04,1.000000000000000000e+00,1.010000000000000000e+03,1.911544299999999930e+05
1.100000000000000000e+01,2.245190000000000055e+03,1.000000000000000000e+00,5.010000000000000000e+03,1.935509999999999991e+03
7.000000000000000000e+00,1.586879999999999927e+04,1.000000000000000000e+00,2.090000000000000000e+03,1.368000000000000000e+04
7.000000000000000000e+00,1.418818000000000029e+04,1.000000000000000000e+00,3.030000000000000000e+03,1.223119000000000051e+04
1.100000000000000000e+01,1.107160000000000082e+03,1.000000000000000000e+00,1.050000000000000000e+03,9.544500000000000455e+02
1.100000000000000000e+01,1.254575000000000000e+04,1.000000000000000000e+00,1.050000000000000000e+03,1.081529999999999927e+04
1.100000000000000000e+01,5.252015999999999767e+05,1.000000000000000000e+00,2.050000000000000000e+03,4.527600000000000000e+05
1.100000000000000000e+01,7.395140000000000327e+03,1.000000000000000000e+00,2.050000000000000000e+03,6.375119999999999891e+03
8.000000000000000000e+00,3.604923999999999796e+04,1.000000000000000000e+00,2.050000000000000000e+03,3.107693000000000029e+04
1.100000000000000000e+01,-1.131500000000000000e+04,1.000000000000000000e+00,2.060000000000000000e+03,-1.131500000000000000e+04
9.000000000000000000e+00,2.130000000000000000e+07,1.000000000000000000e+00,5.060000000000000000e+03,1.273250100000000093e+06
9.000000000000000000e+00,2.225808000000000175e+04,1.000000000000000000e+00,3.030000000000000000e+03,1.918800000000000000e+04
9.000000000000000000e+00,8.400086999999999534e+04,1.000000000000000000e+00,5.020000000000000000e+03,7.241453999999999360e+04
1.100000000000000000e+01,3.819276999999999680e+04,1.000000000000000000e+00,2.060000000000000000e+03,3.292480000000000291e+04
1.100000000000000000e+01,5.008300000000000000e+04,1.000000000000000000e+00,3.030000000000000000e+03,4.317500000000000000e+04
1.100000000000000000e+01,2.416659999999999854e+03,1.000000000000000000e+00,2.050000000000000000e+03,2.083329999999999927e+03
8.000000000000000000e+00,2.112984999999999854e+04,1.000000000000000000e+00,2.050000000000000000e+03,1.821538999999999942e+04
7.000000000000000000e+00,4.916079999999999927e+03,1.000000000000000000e+00,2.090000000000000000e+03,4.238000000000000000e+03
5.000000000000000000e+00,7.089920000000000073e+03,1.000000000000000000e+00,5.010000000000000000e+03,6.112000000000000000e+03
1.100000000000000000e+01,2.379486999999999898e+04,1.000000000000000000e+00,2.050000000000000000e+03,2.051281999999999971e+04
9.000000000000000000e+00,2.562300000000000000e+04,1.000000000000000000e+00,2.050000000000000000e+03,2.190000000000000000e+04
1.100000000000000000e+01,4.553000000000000000e+04,1.000000000000000000e+00,3.030000000000000000e+03,3.925000000000000000e+04
5.000000000000000000e+00,4.449991999999999825e+04,1.000000000000000000e+00,5.010000000000000000e+03,3.836200000000000000e+04
7.000000000000000000e+00,4.666880000000000109e+03,1.000000000000000000e+00,3.030000000000000000e+03,4.023170000000000073e+03
7.000000000000000000e+00,6.222510000000000218e+03,1.000000000000000000e+00,3.030000000000000000e+03,5.364229999999999563e+03
7.000000000000000000e+00,2.953824000000000160e+04,1.000000000000000000e+00,2.050000000000000000e+03,2.546400000000000000e+04
1.100000000000000000e+01,1.989399999999999977e+02,1.000000000000000000e+00,2.060000000000000000e+03,1.715000000000000000e+02
1.100000000000000000e+01,1.412299999999999955e+03,1.000000000000000000e+00,2.060000000000000000e+03,1.217500000000000000e+03
7.000000000000000000e+00,6.383787000000000262e+04,1.000000000000000000e+00,2.050000000000000000e+03,5.503265000000000146e+04
1.100000000000000000e+01,1.512000199999999895e+05,1.000000000000000000e+00,2.090000000000000000e+03,1.303448399999999965e+05
1.100000000000000000e+01,9.418809999999999491e+03,1.000000000000000000e+00,2.050000000000000000e+03,8.119659999999999854e+03
1.100000000000000000e+01,1.983020000000000073e+04,1.000000000000000000e+00,5.010000000000000000e+03,1.709500000000000000e+04
4.000000000000000000e+00,6.519789999999999964e+03,1.000000000000000000e+00,5.010000000000000000e+03,5.620510000000000218e+03
1.100000000000000000e+01,8.384480000000000291e+04,1.000000000000000000e+00,2.050000000000000000e+03,7.228000000000000000e+04
7.000000000000000000e+00,7.778140000000000327e+03,1.000000000000000000e+00,3.030000000000000000e+03,6.705289999999999964e+03
9.000000000000000000e+00,1.935000000000000000e+04,2.000000000000000000e+00,9.020000000000000000e+03,1.186716199999999953e+05
7.000000000000000000e+00,1.298295000000000073e+04,1.000000000000000000e+00,3.030000000000000000e+03,1.119220000000000073e+04
7.000000000000000000e+00,3.404889999999999873e+03,1.000000000000000000e+00,2.050000000000000000e+03,2.935250000000000000e+03
9.000000000000000000e+00,2.350740000000000146e+04,1.000000000000000000e+00,2.050000000000000000e+03,2.026500000000000000e+04
7.000000000000000000e+00,6.268000000000000000e+04,1.000000000000000000e+00,5.060000000000000000e+03,4.146720800000000163e+05
9.000000000000000000e+00,6.265979999999999563e+03,1.000000000000000000e+00,2.060000000000000000e+03,5.401710000000000036e+03
1.100000000000000000e+01,2.739931799999999930e+05,1.000000000000000000e+00,2.080000000000000000e+03,2.362010199999999895e+05
1.100000000000000000e+01,9.952799999999999727e+02,1.000000000000000000e+00,2.050000000000000000e+03,8.580000000000000000e+02
1.100000000000000000e+01,3.770000000000000000e+03,1.000000000000000000e+00,2.050000000000000000e+03,3.250000000000000000e+03
7.000000000000000000e+00,6.864263800000000047e+05,1.000000000000000000e+00,2.050000000000000000e+03,5.917468800000000047e+05
7.000000000000000000e+00,1.771400000000000091e+03,2.000000000000000000e+00,9.020000000000000000e+03,1.086381999999999971e+04
1.100000000000000000e+01,2.934800000000000000e+04,1.000000000000000000e+00,3.030000000000000000e+03,2.530000000000000000e+04
1.100000000000000000e+01,2.362316999999999825e+04,1.000000000000000000e+00,2.060000000000000000e+03,2.036479999999999927e+04
1.100000000000000000e+01,1.841441999999999825e+04,1.000000000000000000e+00,1.050000000000000000e+03,1.587450000000000000e+04
7.000000000000000000e+00,5.549626000000000204e+04,1.000000000000000000e+00,3.030000000000000000e+03,4.784159999999999854e+04
1.100000000000000000e+01,4.026244000000000233e+04,1.000000000000000000e+00,5.010000000000000000e+03,3.470900000000000000e+04
9.000000000000000000e+00,1.902060899999999965e+05,1.000000000000000000e+00,2.050000000000000000e+03,1.639707600000000093e+05
8.000000000000000000e+00,3.066563999999999942e+04,1.000000000000000000e+00,2.060000000000000000e+03,2.643588999999999942e+04
7.000000000000000000e+00,9.660000000000000000e+06,2.000000000000000000e+00,9.020000000000000000e+03,2.775320000000000164e+03
1.500000000000000000e+01,1.045000000000000000e+05,2.000000000000000000e+00,9.020000000000000000e+03,6.408880500000000466e+05
1.100000000000000000e+01,1.096617600000000093e+06,1.000000000000000000e+00,2.050000000000000000e+03,9.453600000000000000e+05
9.000000000000000000e+00,9.674399999999999636e+03,1.000000000000000000e+00,5.010000000000000000e+03,8.340000000000000000e+03
1.100000000000000000e+01,1.261731999999999971e+05,1.000000000000000000e+00,5.010000000000000000e+03,1.087700000000000000e+05
5.000000000000000000e+00,1.155302000000000044e+04,1.000000000000000000e+00,5.010000000000000000e+03,9.959500000000000000e+03
1.100000000000000000e+01,4.167300000000000000e+04,1.000000000000000000e+00,5.010000000000000000e+03,3.592500000000000000e+04
4.000000000000000000e+00,1.457434400000000023e+05,1.000000000000000000e+00,2.060000000000000000e+03,1.256408999999999942e+05
9.000000000000000000e+00,-5.543989999999999782e+03,1.000000000000000000e+00,5.010000000000000000e+03,-4.779300000000000182e+03
7.000000000000000000e+00,2.339488000000000102e+04,1.000000000000000000e+00,5.020000000000000000e+03,2.016800000000000000e+04
7.000000000000000000e+00,2.141538999999999942e+04,1.000000000000000000e+00,5.020000000000000000e+03,1.846154000000000087e+04
1.100000000000000000e+01,3.346155000000000291e+04,1.000000000000000000e+00,2.050000000000000000e+03,2.884615999999999985e+04
1.100000000000000000e+01,1.515296400000000140e+05,1.000000000000000000e+00,5.010000000000000000e+03,1.306290000000000000e+05
